employee_id,is_promoted
29911,1
42142,0
29467,0
11784,0
29776,1
10563,0
6736,1
441,1
14980,1
13549,0
1348,1
14948,1
12723,0
22827,1
30527,0
38928,0
17420,0
72878,1
43657,0
38588,1
55236,0
339,1
30270,1
52076,1
36458,1
27999,0
57114,1
25603,0
71930,0
23945,1
22469,1
34891,0
17506,1
32124,0
48160,0
30792,1
76840,0
27844,1
32595,1
68808,1
66391,1
18212,0
51051,0
60375,1
8495,1
61193,0
18612,1
50665,0
50512,1
6621,0
10992,0
10742,0
33326,0
28711,1
16466,1
71692,0
60158,0
5296,1
1415,1
376,0
11139,1
21667,0
52771,0
30283,0
33431,0
10860,0
76614,0
52246,1
16337,0
21160,0
30888,1
41543,0
68619,0
46124,0
9454,0
48316,1
61103,1
46772,0
62688,0
53821,1
67083,0
10508,1
42182,0
51295,1
26017,1
38656,1
1210,0
52205,0
18776,0
39588,0
2066,1
7952,1
28286,0
15837,1
41908,0
28766,0
35922,1
44582,1
42485,1
71289,1
47556,0
27264,1
50266,0
77122,1
45635,1
57502,0
26262,0
74374,1
34661,1
38450,1
31134,1
27968,1
36271,0
3316,0
35219,0
52701,0
8654,0
7551,1
18778,1
74667,1
57527,0
1726,0
60191,1
30623,0
67366,1
38917,1
15689,0
18286,1
63660,0
32232,1
56976,1
64644,1
39204,0
47141,1
26883,0
9890,1
50095,0
16145,1
24190,1
17777,1
3339,1
11436,0
40457,1
4730,0
10380,0
6891,1
40575,0
60937,1
50037,1
3066,0
18712,0
68494,1
74119,0
76254,0
49402,1
8141,1
3076,0
14390,0
66964,0
67091,0
13164,0
21190,0
21432,0
2096,1
53808,0
9751,0
59105,0
76796,1
49192,0
45888,1
12492,0
72963,1
53303,1
53081,1
23930,1
51938,0
29280,0
7689,1
16924,1
40162,1
8648,0
57036,1
69859,1
31492,0
3964,0
20962,0
16434,1
28860,1
28665,0
1561,0
72856,0
28596,1
52840,0
73807,1
1089,0
20345,0
59325,1
45294,1
61412,1
29033,0
41735,1
64996,1
10388,0
20001,0
47942,1
5232,1
7097,0
61335,1
61360,0
429,0
54187,0
18493,1
23130,1
16180,0
5133,0
54456,1
62197,0
50861,0
40356,0
68967,1
49181,0
19572,1
58731,0
32167,1
3435,1
7389,1
44860,1
72065,0
49353,0
42688,0
4019,1
64023,1
30034,0
6907,1
14810,0
17629,1
7003,1
59100,0
73651,1
65300,0
38796,1
17133,1
10552,1
58271,0
42387,0
19737,1
35156,1
68576,1
62951,0
76794,0
39736,1
73402,1
30749,0
49089,1
57203,0
37385,0
14101,1
31036,1
66566,1
2283,1
35086,0
66082,0
34105,0
14599,1
21293,1
44127,0
17522,0
23708,0
64845,0
38638,1
62916,1
18984,1
35872,1
8019,0
6358,0
53023,1
32026,0
32170,1
46737,0
21112,1
12594,1
9049,0
48577,1
9087,0
74296,0
13640,1
65412,0
17816,1
50036,1
34158,0
30033,1
74401,0
73296,0
41847,1
28456,0
55643,1
40689,0
41087,1
56409,1
28892,1
22658,1
34021,1
29419,0
65630,0
18809,1
59695,1
39585,1
30356,1
78175,1
23668,0
50441,0
52311,0
19576,1
39982,1
23338,0
58769,1
65210,0
70168,1
44136,0
19098,1
19826,0
68896,1
22540,0
52630,1
42249,1
41645,0
60352,0
24168,1
77703,1
52005,1
22821,1
33963,0
55903,1
70360,0
21163,1
52351,0
57632,0
67448,0
21018,1
30307,1
51006,0
59242,0
19353,1
25940,1
33400,0
46896,1
65389,0
31886,0
62107,0
62662,0
77743,1
54888,1
6878,1
71343,1
64742,1
31110,0
22290,1
5238,1
17481,1
16426,0
45701,0
65943,0
23605,0
65623,0
8693,0
77061,0
50458,1
50405,1
29954,0
27369,1
34266,0
69082,1
54481,1
16986,1
21502,0
26676,1
54360,1
14467,1
58255,1
46322,1
49734,1
18985,0
51064,0
24677,0
52765,1
46466,1
9307,1
45619,0
1110,1
928,1
24625,1
16069,1
59733,0
8710,1
28479,1
73983,1
57108,0
7195,0
52665,0
37573,0
68267,1
40855,1
61710,0
14955,0
77531,0
5885,0
31444,1
12927,0
3718,1
718,1
813,1
2005,0
38391,1
62502,1
30320,0
71236,1
7361,1
24579,1
75383,0
3994,0
56762,1
21572,1
49902,0
46473,1
66123,1
63361,0
30949,1
65248,0
5320,0
6158,0
3570,1
12033,1
61175,1
49816,1
8824,0
57352,1
50294,0
76037,1
19245,1
1610,0
33835,1
61018,1
16908,0
20068,1
30534,1
29500,0
33834,1
54535,0
17853,1
30139,0
27401,1
42042,1
24099,0
7180,0
35814,1
44779,1
29222,1
50994,1
1276,1
22054,0
31041,1
64122,0
76830,1
24188,0
1749,1
74749,1
24091,0
69671,1
31902,1
48217,1
10292,0
61474,0
54053,1
65465,0
26232,1
54413,1
59365,1
45470,1
12571,0
31518,0
49208,1
31515,1
43824,0
18600,0
49494,0
76821,1
11378,0
32242,1
16142,0
1250,1
6366,0
65786,1
52386,0
71833,0
1327,0
2383,1
67658,0
24637,1
67379,0
37712,1
66799,0
16875,0
16517,1
46895,0
46351,1
25883,0
67480,0
13471,0
48370,1
1183,0
66776,1
53366,1
77194,0
56386,1
44243,1
68929,1
47990,1
42308,0
34787,1
30673,1
20454,1
14255,1
695,1
62976,1
16198,1
18019,1
37984,1
2425,0
40814,0
23800,0
32889,0
11336,0
3455,1
58459,1
34222,1
19756,1
22506,1
7488,0
42978,1
57052,1
10424,0
70644,1
42310,0
55184,0
19061,1
72225,0
65816,0
33424,1
73061,1
57307,1
16751,1
31709,1
46319,0
32544,0
29042,0
66787,0
58208,1
53176,1
6100,1
46547,0
25467,1
7474,1
5010,0
16790,1
15692,0
54516,1
7725,0
49036,0
28899,1
48877,0
76815,1
29086,1
17697,1
25912,0
33757,0
30353,1
66863,0
44598,1
69056,0
39697,1
9996,1
73487,1
6239,0
6980,0
54953,1
67681,0
4417,1
75702,0
591,1
12841,1
43704,0
37689,0
3990,0
55454,0
9677,0
25620,1
78280,1
69996,0
38992,1
61755,1
29966,0
51673,0
36870,0
23116,1
54222,1
2454,1
9994,1
14705,0
74684,1
43067,1
56434,0
76328,0
39928,0
64375,0
12320,0
20464,1
31764,1
47215,1
33910,1
3485,1
73471,1
9251,1
59688,1
56262,1
12803,1
68388,1
32344,0
71931,0
55130,0
47604,1
29747,1
25289,0
70638,1
40109,1
34855,0
57455,0
31558,1
47680,0
70695,0
51197,0
59110,0
25602,0
19695,1
38429,0
52760,0
26863,0
16454,0
4559,1
14115,1
7286,0
37820,1
5453,0
69587,1
66010,0
983,1
30800,1
46367,1
50384,1
43679,0
20232,1
40572,0
75902,0
31472,0
22353,0
57914,0
64069,0
16459,0
8158,1
73268,1
66226,1
58785,1
44141,1
36629,0
31052,1
51685,1
35379,0
44749,0
41723,0
61361,1
40149,1
56099,1
40736,1
71628,0
38791,1
20157,0
22877,0
4313,0
30855,0
75069,0
75683,0
67608,1
23027,1
19501,1
3635,0
58375,0
47380,1
975,0
41742,1
11526,0
44722,0
62674,1
62680,0
17043,0
63224,1
13282,0
5139,0
47117,1
58067,0
23681,0
44416,1
23828,0
75849,0
74165,1
28382,0
63366,1
16909,0
51737,1
18585,1
33646,0
58458,1
69215,1
4508,1
49647,0
49618,0
14986,1
26321,0
51408,1
36203,0
9523,0
24337,0
53448,1
5576,0
44110,1
69085,0
77167,1
6150,1
62147,0
68879,1
65115,1
55269,0
51763,0
30940,1
71078,1
52464,0
3530,1
9188,0
65121,0
37895,1
5649,1
61577,1
12868,0
74966,0
8023,0
33807,1
71459,0
39582,1
25879,0
35351,0
31794,0
61663,0
72095,1
77101,1
25557,1
31585,0
25793,1
26024,1
54748,1
8839,1
27967,0
75588,0
20382,1
30108,1
48297,1
75625,1
19947,1
61450,1
77304,0
40159,0
68305,0
21207,0
54630,0
7451,1
749,1
71969,1
29562,0
10344,1
26908,0
17135,1
29120,0
75684,1
74636,0
20682,1
55502,1
2254,1
6971,1
47079,0
62302,1
72591,0
48238,1
30555,0
57880,1
53571,0
78090,1
57253,0
15563,1
17580,1
55993,1
56380,1
77081,0
15187,0
65221,1
3105,1
1094,0
42628,1
50652,0
45424,1
64809,1
48866,1
43578,1
37402,1
55268,0
22553,1
40416,0
39353,0
17454,1
9953,1
59615,1
10330,0
75928,0
50946,0
35469,0
11755,1
8588,1
64902,1
10290,0
69439,1
43257,0
41927,0
20981,1
77562,1
23890,1
59925,0
55146,0
24634,1
47504,1
75122,1
64041,0
5955,0
32483,1
56698,1
6547,1
1502,0
66259,0
23766,0
51390,1
72914,0
64739,0
21153,1
41632,0
53041,1
11480,0
3666,1
68914,0
10105,0
54417,0
17485,1
63485,0
33678,1
21026,0
20407,0
68933,0
7866,1
51363,0
37310,0
38712,1
24250,1
73208,1
4022,0
6411,0
69607,0
72483,0
13350,0
15192,1
66704,0
60756,0
36333,0
15436,1
46344,0
11910,1
19336,1
22213,0
54450,0
28980,1
33601,1
56936,1
64345,1
20309,1
21959,1
34467,0
12221,0
22778,1
71875,0
181,0
13901,1
29067,1
22425,0
26558,1
31777,1
60992,0
54607,0
35201,1
59719,0
11104,0
49810,0
35790,0
40170,0
13742,1
22654,0
54593,1
10676,0
43696,1
415,1
50537,1
19443,0
50237,0
26609,1
18739,0
14194,1
31998,0
68410,1
59511,0
41326,0
30387,0
37823,1
25982,1
21358,1
57509,0
31377,1
36038,0
28713,1
19744,1
55928,1
31749,0
7941,1
8255,0
39861,1
10378,0
3905,1
37359,1
23546,1
75483,1
50961,0
82,1
61244,0
19859,0
10260,0
64373,0
62436,0
20739,1
10043,1
18640,1
59299,1
24531,0
72844,1
59212,1
1365,1
56898,1
75734,1
57182,0
75283,0
8249,1
53531,1
40862,1
1083,0
75994,0
76167,0
61330,1
77524,1
75714,1
26588,1
18532,1
37620,0
44010,1
36990,1
36140,1
60899,1
27390,0
58054,1
32807,0
28737,1
65681,0
50906,1
65503,0
48535,1
27930,0
38789,1
31674,0
27757,1
42766,1
37897,1
69119,0
5726,1
52216,1
44275,1
11107,0
23884,1
26426,0
29920,0
15498,1
45328,1
16825,1
66231,1
5588,1
37414,1
77673,1
4070,0
9505,1
39253,0
41456,1
31058,1
38578,1
43795,1
54678,1
65031,1
20992,1
31580,1
58329,1
53150,1
23235,1
69006,1
60552,0
61900,1
16916,1
26477,1
76994,1
44827,0
59193,0
44286,0
74490,1
28192,0
9681,1
58502,1
5062,0
17033,1
77867,0
54785,0
12623,1
17622,1
43147,0
61241,0
50740,1
8089,0
60024,0
70383,0
54320,1
51413,1
21597,1
49461,1
35329,1
60162,1
1242,0
14401,0
44085,1
46389,0
59589,1
36005,1
31832,1
33652,1
67715,0
43102,0
45375,0
30249,0
59029,0
58084,1
16222,0
46040,0
37559,0
35361,1
47379,1
56753,0
14899,1
5531,1
23664,1
2228,1
57043,1
61379,1
55229,1
63298,1
76085,1
30443,1
16137,0
61857,1
2617,1
38238,1
1589,0
50386,0
26816,1
42761,0
50011,0
43450,1
3242,0
58320,1
72514,0
40640,1
68285,1
37528,1
25862,1
22322,0
21841,0
60125,1
40861,0
16371,1
71796,1
67823,1
69196,1
55338,0
14136,1
5079,1
9657,1
72357,1
15789,1
7125,1
33738,1
4294,0
63966,0
40762,0
68375,1
11846,0
38731,1
16068,1
70850,1
61573,0
38907,0
23461,0
44489,0
19827,1
76668,0
45085,1
60654,0
48910,0
72082,1
22200,1
43893,0
77137,1
34431,1
34085,1
28120,1
49022,1
34069,1
62775,0
35063,1
24136,1
64242,0
59751,1
44178,1
73870,1
1547,0
36237,0
15215,1
12811,1
70413,0
66122,1
54334,1
700,1
76355,1
32555,1
48784,1
26197,0
15262,0
10514,0
11521,1
5494,0
32115,1
31670,1
31910,1
72748,0
3208,0
47019,1
21007,1
52527,0
60950,0
6675,1
38284,0
66600,1
52520,1
34181,1
49610,1
22663,1
12732,1
25755,0
61611,1
2420,1
75643,0
32020,1
77186,1
9064,1
40441,0
32573,1
30192,1
54211,1
61905,0
66795,1
42697,0
8650,0
14583,1
969,1
11626,1
24135,0
12218,1
41449,0
9361,0
66825,1
72830,1
28405,0
54162,0
55153,1
5824,0
56576,1
63398,0
65058,0
73693,1
47452,0
9158,1
52691,0
5939,1
40141,0
59345,0
39830,1
67886,1
50912,0
17838,1
5537,1
46588,0
72938,1
68462,1
4667,0
29295,1
29525,0
66345,1
53340,0
36208,0
8871,1
5758,1
18220,0
11726,1
68278,1
1708,0
45684,1
6229,0
61959,1
32263,0
69510,1
24506,1
68120,0
70993,1
41138,1
36104,0
44482,0
60366,0
46589,1
61063,1
54231,1
35241,0
19261,0
23566,1
47149,0
56245,1
45501,0
71547,1
43503,0
37815,1
56107,1
50724,0
40530,0
70025,1
48967,0
78223,0
51779,0
42992,1
58716,0
60558,0
59514,1
62347,0
24984,1
14175,1
14551,0
19420,1
44200,1
69465,1
61520,0
36600,1
63633,0
56668,1
68781,1
54479,1
22015,1
11993,1
18039,1
59306,0
49282,0
60907,0
52958,1
50699,0
10712,0
35092,1
24715,0
43015,1
18992,1
6482,0
53054,1
7682,1
1346,1
74602,1
65363,0
72440,0
67145,1
59604,1
31179,0
35779,0
48822,1
61003,1
16738,0
21584,1
42615,1
15047,1
71446,0
71287,1
71278,0
41183,0
20301,1
50028,0
34725,0
24165,0
28307,0
63784,1
30018,1
36094,1
19047,0
75718,1
33507,1
17560,1
42952,0
44292,0
76569,1
27642,0
14022,1
17366,1
3533,0
58841,0
54629,0
54508,0
20730,0
35209,1
72868,0
70404,0
47336,1
4554,0
29791,0
10374,0
21717,1
54159,0
14937,1
46924,1
12814,0
19070,0
9979,0
61328,1
63402,1
10009,1
60308,1
24175,1
62135,0
14496,0
48543,1
34591,1
63844,1
64525,0
51362,1
41758,1
43876,0
41869,0
19321,0
23209,0
74618,1
76823,1
18507,0
64489,1
36605,0
60156,0
17772,0
21804,1
70511,1
57126,0
24903,1
9181,0
19592,1
13396,0
48061,0
54173,1
51368,1
56683,1
2479,0
64000,1
21897,0
3668,1
1641,0
64158,0
24352,1
37562,0
49241,0
26996,0
1819,0
41979,1
14430,0
19256,1
9740,1
6713,1
73669,1
40673,1
38982,0
60443,1
25800,0
47594,0
74052,0
5635,0
21861,0
71445,1
77923,0
2698,1
10421,0
47024,1
11099,0
31686,1
69605,0
58570,1
44970,0
59252,0
57643,1
34240,0
41974,1
40199,1
74211,0
27298,0
13040,1
14415,0
3109,1
21564,1
69866,0
27310,0
25661,1
41367,1
33717,1
52867,0
23564,0
16516,1
70415,0
44241,1
76463,0
27566,0
56150,0
24885,1
21613,1
30190,1
12090,1
12496,1
12556,1
7182,0
71861,1
65479,0
15270,0
43083,1
22374,1
227,1
19936,1
36229,1
30495,1
13883,1
27368,1
63453,0
21943,0
9602,1
51347,0
74084,1
56747,1
7611,1
17618,0
30119,0
66542,0
22569,0
44133,0
21079,0
57185,1
61236,0
62019,1
48358,0
40914,1
27978,1
69364,0
9050,0
25638,1
39551,1
42279,0
42760,0
39503,1
6694,1
19634,1
46328,1
40140,1
62189,0
53330,0
53998,1
72083,1
43341,1
18539,1
8264,1
35066,1
39240,0
11178,1
74675,1
23001,0
46395,1
12726,0
1501,0
12925,1
14578,1
61547,1
7742,1
65812,1
22164,1
17643,1
45113,1
27176,0
57001,0
2411,1
27916,1
15608,1
28217,1
33269,0
42106,1
58070,1
52165,1
68215,1
42180,1
72306,0
18766,0
6429,1
63471,0
50147,1
52043,0
20235,1
22147,1
25778,0
68446,0
44513,1
48248,1
11497,1
18156,1
72089,0
14488,0
27751,1
42291,1
76966,1
17388,0
60917,0
11124,1
47248,1
77916,1
64508,1
1636,0
18753,0
71408,0
62449,0
28942,0
49100,0
42954,0
40593,1
77168,1
9257,0
68,1
28227,1
49279,0
62187,1
54750,1
54521,0
56210,0
73513,0
44723,1
52754,0
50014,0
30375,1
15177,0
53731,1
56053,1
67928,0
47829,1
23630,0
24377,1
50159,0
75439,1
25134,1
65401,1
61584,1
22899,1
47341,1
12777,1
73808,1
45782,1
50738,1
65992,0
26481,1
10334,0
16565,0
5011,1
22665,0
45703,1
16624,0
71936,1
46544,0
57809,0
51174,0
1775,1
46627,0
66256,1
3534,1
68596,0
33176,0
59179,0
7848,0
19219,0
52406,0
71750,1
45876,0
65930,0
870,0
37555,1
11556,1
10521,1
77563,1
69971,0
38299,1
66156,1
59769,1
61842,1
25857,1
62730,1
21245,1
46231,1
72117,0
54297,0
21114,0
5397,0
16255,0
19151,1
53795,1
66144,1
6460,1
12406,1
8940,1
40811,0
23340,0
51676,0
11328,1
13378,0
65727,0
56943,1
63673,1
1698,1
30509,0
13347,0
25917,1
22911,1
6145,1
46205,0
68045,0
13375,0
73917,1
70316,0
19094,0
42191,1
68198,1
21813,0
22941,0
61436,1
30939,0
2722,0
27416,1
54916,0
50864,1
63200,1
52878,0
8767,1
32013,0
51928,1
25066,0
36909,0
20764,0
27347,0
24398,1
76547,1
74715,1
44568,1
29382,0
64915,1
31390,1
6280,0
33420,1
72124,1
13022,1
56900,1
27192,1
5747,1
69943,1
35542,0
41835,1
11486,1
73885,1
74562,1
76771,0
65059,1
22008,0
11568,0
4334,0
39062,1
73000,1
24551,0
54723,0
73098,1
9114,1
23491,1
71702,0
5582,0
24703,1
61210,0
27588,0
12954,0
16476,1
21526,1
30076,0
8018,0
57034,0
32239,0
18626,1
1794,0
64903,0
77851,1
5234,0
4917,1
31387,0
75865,0
65499,0
5338,1
3791,0
39105,1
47425,1
34558,1
19027,0
11793,1
54976,1
34696,0
35969,0
49485,0
10136,1
14753,0
60825,0
26711,0
64579,1
68322,0
44627,0
30550,0
38290,1
56734,1
4112,1
42706,1
75874,0
19398,0
26632,0
74554,1
74765,1
11787,0
14970,0
15054,1
11865,0
63450,1
38539,1
53594,1
45551,1
40676,1
12054,1
40871,1
22652,0
47517,1
15679,1
55855,0
13158,1
18385,1
62844,1
23893,1
13124,1
29622,0
48441,1
46548,0
23412,0
10218,0
27288,1
38585,1
66866,0
44545,0
78187,0
10629,0
67737,0
26667,0
37900,1
33058,1
47255,0
941,0
60904,1
60717,0
47949,1
22351,0
11357,1
63732,0
12495,0
14554,0
39627,1
57641,1
13957,0
63127,1
58805,1
50773,1
38640,1
32453,1
52239,0
1893,1
33838,0
27535,1
37716,1
18662,1
74570,0
77195,1
54336,1
28214,1
66068,1
73388,1
19805,1
10282,1
2967,1
4379,1
4619,1
36279,1
23129,1
77761,1
50513,1
35476,1
63143,1
8327,1
31124,0
4994,1
39909,1
26403,0
48566,1
52200,0
28018,1
61153,1
57463,0
5774,1
61872,1
3060,0
70721,0
43115,1
28025,0
60288,0
57261,1
50142,1
28544,0
614,0
18333,1
48434,1
48241,0
55621,0
1882,1
916,1
73286,0
65388,1
68007,1
34961,0
63706,1
8406,1
39122,0
37383,1
39384,0
62926,1
2799,0
42876,0
12785,0
27781,1
49704,0
61355,0
4639,1
57980,1
11290,0
25853,1
11131,0
51614,0
32236,1
43675,1
56741,0
23288,0
71040,1
7930,0
62861,1
16034,0
21696,1
56315,0
37019,1
43935,1
23695,1
31879,0
15868,0
36506,0
63694,1
52692,0
65948,1
39767,1
39017,1
5778,1
10224,1
69711,1
11549,1
38430,1
65779,0
7418,0
48504,1
50456,0
78165,0
72376,1
9173,1
12023,0
34174,0
10873,1
7610,1
77303,1
20429,0
29169,1
14814,0
6061,1
73506,0
17557,1
57270,0
39762,1
43443,1
28648,1
53086,1
19487,1
28338,0
56535,0
55383,0
60017,0
481,1
20455,0
52514,1
14363,1
37490,0
40409,1
20800,1
62016,0
33631,0
17682,0
40868,1
29225,0
70967,0
74395,1
15698,0
39251,1
28339,0
77492,0
8532,1
17457,1
56426,1
62263,1
46193,1
47682,1
35720,1
66713,1
22972,1
32426,1
14538,1
41713,0
27559,1
9237,0
71941,1
51818,1
35185,1
13557,1
63961,0
33093,0
28887,1
332,1
36266,1
51054,1
45780,1
32541,0
70900,0
38333,0
51961,1
19476,0
62868,0
65545,1
69297,0
61483,0
19545,1
77499,1
65143,0
18191,0
40395,0
31475,0
32377,1
74970,1
69046,0
69240,1
77992,0
41798,1
64888,0
15184,0
67154,1
37020,1
5389,0
20866,1
14604,1
51743,0
75179,1
8971,0
21979,1
68905,0
15427,1
50960,0
36620,1
12291,0
64998,0
48286,1
14493,1
27141,1
77638,1
50454,0
24053,1
73766,1
69429,1
29234,0
75127,0
65570,1
13041,1
70088,0
32528,0
76610,1
35949,0
26685,0
58934,0
43100,0
19,1
54282,1
60400,1
60207,1
13902,1
52449,0
16400,0
10845,0
78255,1
17339,1
52959,1
37793,1
72648,1
8279,0
72947,1
17896,0
73111,1
31284,1
52295,0
40026,0
30934,1
10621,0
5330,1
74317,1
23907,0
34327,0
5316,1
30663,0
33033,1
57330,1
41290,1
2396,1
66630,1
72160,0
58364,0
6281,0
62980,1
45785,1
9042,0
67688,1
72497,0
72568,1
17817,1
46184,1
19836,1
28580,1
1861,1
58620,1
16475,0
43075,0
23710,0
74050,1
28630,1
18274,1
29720,0
58701,1
4029,1
61411,1
5462,1
76113,1
51632,0
59634,1
35774,1
59036,0
26950,0
62211,1
36507,1
71842,1
47233,0
44706,0
59730,0
55866,0
4365,0
16075,1
29493,1
18281,1
25322,0
47009,1
66880,0
48992,0
74158,1
74624,1
647,0
44872,1
71846,0
64187,0
86,1
27404,1
38670,1
921,0
56854,0
118,1
11413,0
5797,0
47059,0
56443,0
65404,1
11393,0
9520,1
20889,0
58057,1
37751,0
59547,0
29339,0
44163,0
77651,0
21869,0
51391,0
73502,1
77675,1
62805,1
26680,1
36757,0
51161,0
23465,0
18247,0
67024,1
27053,1
39696,0
25673,1
15553,0
18963,1
14222,0
12629,0
67299,0
41098,0
77533,1
30151,0
5495,0
9239,1
39998,0
9178,0
25059,0
6314,0
3368,1
203,0
40578,0
77262,1
45121,1
73299,0
23394,1
53820,0
6571,0
15521,1
59116,0
60775,0
42104,0
37387,0
39102,0
38847,0
38591,0
49656,0
446,0
65019,1
72307,0
42773,1
50234,0
65227,0
69820,0
37730,0
52911,1
15856,1
54556,1
66782,1
68357,1
68979,1
24106,0
32665,1
66570,0
10781,1
5056,1
61949,1
23277,1
70710,1
71354,1
37308,0
13295,0
50114,1
58356,1
72515,1
25817,1
36626,0
62946,0
7702,1
8585,0
5151,1
3291,0
73455,0
36303,1
75469,1
31420,0
26935,1
46234,0
40710,0
76909,0
46154,1
27003,0
14706,0
70824,1
75956,1
1058,0
58834,1
10651,1
78116,1
54885,0
54777,1
36328,1
70799,0
7203,1
15935,1
53982,1
10184,0
45376,1
650,0
48557,1
19401,0
57551,0
20537,0
67428,1
25858,0
36958,1
8159,1
59197,0
54412,1
19161,0
38364,1
15541,1
850,0
12057,1
13850,0
34396,0
40731,1
70425,0
55233,1
5114,1
75872,0
34037,0
31028,1
23749,0
16874,1
39574,0
856,1
53411,1
37345,1
39814,1
584,1
30043,1
58772,1
21477,1
11137,0
69961,0
18689,1
72567,0
17414,0
44834,0
35884,0
24717,0
45702,0
64782,1
8786,0
47094,1
76726,1
11073,1
19799,0
31639,0
53464,0
13165,0
53178,0
36594,0
24411,1
7708,1
27948,1
76477,0
31978,1
54997,1
19074,0
61707,0
34689,0
75217,1
55392,1
7308,1
21184,1
39516,0
75139,0
74564,1
72276,1
40196,1
45749,1
68778,0
5698,1
47081,1
49305,1
31600,0
545,0
29555,1
54011,1
30172,0
76057,1
33381,0
54509,1
34590,1
5154,1
4362,0
54050,0
27838,0
7660,0
35616,0
23598,0
35514,1
37211,0
16083,1
72860,1
49455,0
74771,1
22548,1
69430,1
52388,1
13366,1
76140,0
9696,0
55027,0
71039,1
27382,1
35551,1
42011,1
57222,1
53538,1
23036,0
74262,1
71097,1
46570,1
60231,0
61062,1
65407,0
8518,1
33975,1
8297,0
51647,0
70921,1
3398,1
22468,0
23408,0
63066,1
65069,1
1441,0
43880,0
48204,0
65627,1
356,0
30824,1
35267,1
70303,0
68112,1
51102,0
58377,0
36851,1
46942,1
10237,1
50830,0
65466,0
42198,0
43780,1
29092,1
5265,1
69581,1
52931,1
14750,0
5589,1
41324,0
64688,0
67440,1
16402,0
50540,0
6560,1
59082,0
32057,0
